id	nombre_titular	apellido_titular	número_cuenta	tipo_cuenta	 saldo_actual 	fecha_ultimo_movimiento	fecha_apertura	sucursal	ciudad_sucursal	Numero días inactivo	Cliente	 Valor UVR FECHA 	 SALDO UVR 	Es reportable?	
702	Alexia	Francombe	43400036	corriente	" 26,151 "	1/27/2024	7/25/2016	WHEELING	Talok	519.00	Inactivo	 359 	 73 	Si	
703	Jaime	Risman	74913660	corriente	" 146,904 "	9/26/2024	2/7/2016	DALEVILLE	Uummannaq	276.00	Activo	 376 	 391 	No	
704	Viviyan	Cayton	72410123	ahorros	" 111,831 "	9/14/2022	7/6/2016	COLUMBUS	Noeltoko	1019.00	Inactivo	 315 	 356 	No	
705	Adel	Dikle	102300268	ahorros	" 45,488 "	10/1/2020	12/19/2017	EVANSTON	Gbawe	1732.00	Inactivo	 275 	 166 	Si	
706	Gabriellia	Yirrell	71905613	ahorros	" 102,542 "	4/1/2023	12/20/2017	OMAHA	Jubaoshan	820.00	Inactivo	 339 	 303 	Si	
707	Starla	Belhomme	86300041	corriente	" 148,069 "	5/24/2023	11/27/2016	CINCINNATI	Yihe	767.00	Inactivo	 346 	 429 	No	
708	Garnette	Rapps	121143697	ahorros	" 22,496 "	6/18/2024	4/30/2016	SAN JOSE	Taihe Chengguanzhen	376.00	Inactivo	 372 	 60 	Si	
709	Sondra	Barnardo	111904150	ahorros	" 95,094 "	7/20/2024	12/15/2016	CARTHAGE	Qads?y?	344.00	Activo	 374 	 254 	No	
710	Fairlie	Gohier	123006389	corriente	" 92,531 "	12/30/2021	5/12/2016	BUFFALO	Balong	1277.00	Inactivo	 289 	 321 	Si	
711	Dorothee	Kadwallider	125200060	corriente	" 35,246 "	9/7/2022	2/6/2018	ANCHORAGE	Al Baq?li?ah	1026.00	Inactivo	 314 	 112 	Si	
712	Dalis	O'Meara	75900986	corriente	" 142,877 "	10/9/2020	3/20/2018	NAPERVILLEL	Platagata	1724.00	Inactivo	 275 	 520 	No	
713	Merrielle	Waterhouse	72402076	corriente	" 215,956 "	6/4/2022	5/11/2018	RIVERSIDE	Callahuanca	1121.00	Inactivo	 307 	 704 	No	
714	Karrah	Goudy	67012413	ahorros	" 124,290 "	4/13/2023	4/1/2017	FT LAUDERDALE	Uruçuca	808.00	Inactivo	 341 	 365 	No	
715	Didi	Cartman	271173452	ahorros	" 82,886 "	9/29/2020	9/25/2018	SPRINGFIELD	Bayan Uula Sumu	1734.00	Inactivo	 275 	 302 	Si	
716	Jocko	Lerwill	221572838	corriente	" 50,059 "	8/9/2022	3/19/2018	SAN JUAN	Zvishavane	1055.00	Inactivo	 312 	 161 	Si	
717	Waylan	Burgill	91212179	corriente	" 144,011 "	8/1/2023	1/8/2018	ATLANTIC	Baki	698.00	Inactivo	 349 	 412 	No	
718	Evanne	Novill	101113676	corriente	" 97,713 "	6/12/2020	3/23/2017	DWIGHT	Independencia	1843.00	Inactivo	 276 	 353 	No	
719	Gaby	Knell	42200279	corriente	" 194,732 "	1/28/2021	6/11/2016	CLEVELAND	Stanis?aw Górny	1613.00	Inactivo	 275 	 707 	No	
720	Konstance	Dowzell	11000138	ahorros	" 186,379 "	4/29/2022	4/21/2018	HENRICO	Shu	1157.00	Inactivo	 303 	 616 	No	
721	Isador	Capaldi	65301155	ahorros	" 129,595 "	5/13/2020	9/2/2017	BIRMINGHAM	Th? Tr?n Trùng Khánh	1873.00	Inactivo	 276 	 470 	No	
722	Neilla	Dionisio	21913655	ahorros	" 207,248 "	12/6/2024	1/29/2016	MONTEBELLO	Los Patios	205.00	Activo	 376 	 551 	No	
723	Anthia	Kellett	104900721	ahorros	" 144,090 "	2/4/2024	5/25/2016	OMAHA	La Reforma	511.00	Inactivo	 360 	 401 	No	
724	Efren	Bicheno	103112507	corriente	" 53,973 "	9/5/2021	7/23/2018	STILWELL	Lewoduli	1393.00	Inactivo	 285 	 189 	Si	
725	Rebbecca	Honack	82903293	ahorros	" 14,232 "	3/22/2020	12/14/2016	PINE BLUFF	Tajumulco	1925.00	Inactivo	 273 	 52 	Si	
726	Jarib	Mungan	101918965	ahorros	" 57,017 "	6/15/2023	3/9/2018	RICHMOND	Tongxing	745.00	Inactivo	 347 	 164 	Si	
727	Berny	Bjorkan	124001545	ahorros	" 133,060 "	9/19/2021	12/16/2017	TAMPA	Nempel	1379.00	Inactivo	 286 	 466 	No	
728	Elyse	Doman	53112275	ahorros	" 48,598 "	4/4/2024	11/28/2016	HERMITAGE	Pasar	451.00	Inactivo	 366 	 133 	Si	
729	Salomon	Vaan	41202113	ahorros	" 196,391 "	10/20/2020	12/7/2017	COLUMBUS	Banjar	1713.00	Inactivo	 275 	 715 	No	
730	Lindon	Redish	122106154	corriente	" 122,488 "	2/2/2025	10/15/2017	OKLAHOMA CITY	West End	147.00	Activo	 378 	 324 	No	
731	Adrea	Freezor	72412435	ahorros	" 80,336 "	9/13/2023	8/29/2016	EAST LANSING	Wangzha	655.00	Inactivo	 352 	 228 	Si	
732	Johannah	Wrathall	65403626	ahorros	" 52,924 "	7/6/2022	8/16/2018	BIRMINGHAM	Mâcon	1089.00	Inactivo	 310 	 171 	Si	
733	Araldo	Taylorson	65400153	corriente	" 111,308 "	3/7/2020	8/16/2018	NEW ORLEANS	Si’erbao	1940.00	Inactivo	 272 	 409 	No	
734	Galvin	Bolletti	81517981	corriente	" 167,408 "	9/7/2020	12/9/2016	SPRINGFIELD	Songgai	1756.00	Inactivo	 275 	 610 	No	
735	Yves	Ughini	122105854	ahorros	" 144,263 "	2/15/2023	2/27/2018	NAPERVILLE	Kalej	865.00	Inactivo	 330 	 438 	No	
736	Ernesto	Rowena	111909825	corriente	" 21,898 "	6/19/2024	2/23/2018	GILMER	Kokstad	375.00	Inactivo	 373 	 59 	Si	
737	Mureil	Wormell	83902374	corriente	" 34,526 "	9/23/2022	10/12/2017	CINCINNATI	Cholargós	1010.00	Inactivo	 315 	 109 	Si	
738	Steffen	Denecamp	63114784	corriente	" 97,054 "	10/5/2021	6/9/2017	PITTSBURGH	Três Lagoas	1363.00	Inactivo	 286 	 339 	No	
739	Xymenes	Tynan	64206031	ahorros	" 39,229 "	1/13/2025	3/23/2017	LAFOLLETTE	Suizhong	167.00	Activo	 377 	 104 	No	
740	Hunt	Escolme	263189865	ahorros	" 119,810 "	6/26/2021	2/3/2017	TAMPA	Summerside	1464.00	Inactivo	 283 	 423 	No	
741	Jules	Guerreru	274970063	ahorros	" 94,306 "	8/25/2022	4/22/2018	CINCINNATI	Puerto Boyacá	1039.00	Inactivo	 313 	 301 	Si	
742	Kala	Molian	322283178	corriente	" 47,791 "	7/23/2020	10/8/2017	TORRANCE	Carbajales	1802.00	Inactivo	 275 	 174 	Si	
743	Ezequiel	Gurry	102101700	ahorros	" 71,650 "	3/27/2024	7/31/2018	HOTCHKISS	Hengfeng	459.00	Inactivo	 365 	 196 	Si	
744	Toiboid	Dales	64208398	corriente	" 191,751 "	4/18/2020	6/9/2016	MADISONVILLE	Nanhe	1898.00	Inactivo	 275 	 698 	No	
745	Mellie	Cossington	21202609	corriente	" 139,462 "	1/4/2025	10/5/2017	RICHMOND	Västerås	176.00	Activo	 377 	 370 	No	
746	Stephie	Shortall	321070227	ahorros	" 91,302 "	4/5/2025	5/25/2016	ST PAUL	Niamey	85.00	Activo	 386 	 237 	No	
747	Tam	Tickle	101000048	ahorros	" 73,909 "	7/26/2024	4/18/2018	MINNEAPOLIS	Lanshan	338.00	Activo	 374 	 197 	No	
748	Leona	Postlethwaite	61204913	corriente	" 168,414 "	3/16/2025	1/15/2016	FITZGERALD	Knivsta	105.00	Activo	 383 	 440 	No	
749	Michele	Lowres	53203210	ahorros	" 86,699 "	1/27/2024	1/12/2016	HOLLY HILL	Burauen	519.00	Inactivo	 359 	 241 	Si	
750	Nissie	Olyff	61102549	ahorros	" 42,446 "	2/20/2021	2/20/2017	CHAS	Goubétto	1590.00	Inactivo	 276 	 154 	Si	
751	Rozele	Borchardt	43318092	ahorros	" 79,667 "	1/19/2023	8/17/2017	HERMITAGE	Abucayan	892.00	Inactivo	 326 	 244 	Si	
752	Bartholomeus	Curless	125104425	corriente	" 52,065 "	7/2/2024	11/27/2017	LYNDEN	Banjar Kajanan	362.00	Inactivo	 373 	 140 	No	
753	Ichabod	Greader	83901773	ahorros	" 131,449 "	8/21/2023	4/8/2018	PRINCETON	Huangchen	678.00	Inactivo	 350 	 375 	No	
754	Bianca	Showers	111925045	ahorros	" 140,472 "	8/15/2022	11/14/2018	GAINESVILLE	Bukavu	1049.00	Inactivo	 312 	 450 	No	
755	Marlee	Rickis	125108065	ahorros	" 121,000 "	10/31/2021	4/23/2018	SPOKANE	Dukhovnitskoye	1337.00	Inactivo	 287 	 421 	No	
756	Adolf	Petri	71924584	corriente	" 30,857 "	9/30/2021	3/25/2016	OMAHA	Jubung	1368.00	Inactivo	 286 	 108 	Si	
757	Tod	Haye	42000424	corriente	" 82,766 "	11/3/2021	1/29/2017	CLEVELAND	Buikwe	1334.00	Inactivo	 287 	 288 	Si	
758	Bordy	Girdwood	321170444	corriente	" 181,330 "	8/5/2021	1/6/2018	ENGLEWOOD CLIFFS	Châteaurenard	1424.00	Inactivo	 285 	 637 	No	
759	Clemente	Pridmore	11000206	corriente	" 198,447 "	7/10/2024	8/15/2017	RICHMOND	Hanjia	354.00	Activo	 374 	 531 	No	
760	Reid	Chipman	72409888	corriente	" 135,490 "	7/17/2021	10/20/2017	CINCINNATI	Fukadale	1443.00	Inactivo	 285 	 476 	No	
761	Shawnee	Neeson	122238543	corriente	" 119,971 "	9/24/2020	6/15/2018	ONTARIO	K? Anh	1739.00	Inactivo	 275 	 437 	No	
762	Peta	Marryatt	64108605	corriente	" 18,363 "	12/30/2020	7/7/2018	SHELBYVILLE	Eksjö	1642.00	Inactivo	 275 	 67 	Si	
763	Norbie	Llewellen	82901839	ahorros	" 194,770 "	12/18/2021	1/7/2016	MAGNOLIA	Kansas City	1289.00	Inactivo	 288 	 676 	No	
764	Isador	Lemerie	53202279	ahorros	" 170,010 "	6/12/2020	7/21/2017	N. CHAS	Banjar Tengahbelayu	1843.00	Inactivo	 276 	 615 	No	
765	Sutherland	McVity	91206389	ahorros	" 75,783 "	4/28/2020	4/23/2017	ASHBY	Bonabéri	1888.00	Inactivo	 275 	 275 	Si	
766	Jedidiah	Biggar	121141288	ahorros	" 176,101 "	11/15/2021	11/30/2018	MINNEAPOLIS	Kebonkai	1322.00	Inactivo	 288 	 612 	No	
767	Reggie	Yarnold	322285846	ahorros	" 19,413 "	5/22/2023	4/12/2018	ST PAUL	Paris La Défense	769.00	Inactivo	 345 	 56 	Si	
768	Pollyanna	Elfe	101218856	corriente	" 127,279 "	10/22/2022	3/3/2018	KANSAS CITY	Wewit	981.00	Inactivo	 319 	 400 	No	
769	Moe	Ferrarini	63114632	ahorros	" 190,750 "	12/5/2024	2/11/2017	PITTSBURGH	Zaplavnoye	206.00	Activo	 376 	 507 	No	
770	Edin	Brumfield	121141107	corriente	" 80,032 "	10/19/2021	12/23/2017	PORTLAND	Cachachi	1349.00	Inactivo	 287 	 279 	Si	
771	Timmy	Kidsley	113122804	ahorros	" 69,143 "	2/2/2022	7/5/2017	DIBOLL	Meadow Lake	1243.00	Inactivo	 291 	 238 	Si	
772	Vivi	Matthaus	111901580	corriente	" 101,736 "	2/28/2020	8/15/2018	BROWNWOOD	Banjar Yehsatang	1948.00	Inactivo	 272 	 374 	No	
773	Marianna	Cordelette	81519507	ahorros	" 139,189 "	6/1/2025	11/24/2016	DEXTER	Shihuiqiao	28.00	Activo	 390 	 357 	No	
774	Abner	Tann	41201512	ahorros	" 100,392 "	3/12/2024	11/7/2016	NEWARK	Isoka	474.00	Inactivo	 363 	 276 	Si	
775	Mordecai	Kigelman	221270347	ahorros	" 129,104 "	4/20/2024	4/17/2016	RICHMOND	les Escaldes	435.00	Inactivo	 368 	 351 	No	
776	Adham	Grimwood	71921396	corriente	" 140,181 "	7/24/2024	12/6/2016	NAPERVILLE	Lamalera	340.00	Activo	 374 	 375 	No	
777	Karolina	Jones	11200365	ahorros	" 216,813 "	4/12/2024	2/26/2016	HENRICO	Tena	443.00	Inactivo	 367 	 591 	No	
778	Boy	Woolnough	21206715	ahorros	" 138,397 "	11/22/2023	2/5/2018	WAYNE	Canomoy	585.00	Inactivo	 356 	 388 	No	
779	Wyatan	Sholl	43315561	ahorros	" 58,959 "	4/6/2020	10/24/2018	INDIANA	Yangmiao	1910.00	Inactivo	 274 	 215 	Si	
780	Lois	Rowlings	122243172	ahorros	" 82,723 "	7/6/2023	5/24/2017	LOS ANGELES	Bulls	724.00	Inactivo	 348 	 237 	Si	
781	Corny	Coppens	21200012	corriente	" 115,483 "	8/20/2023	2/18/2017	PITTSBURGH	Jimeta	679.00	Inactivo	 350 	 330 	No	
782	Lucio	Lowless	107006059	ahorros	" 77,766 "	11/29/2020	8/16/2016	LAKEWOOD	Uruçuca	1673.00	Inactivo	 275 	 282 	Si	
783	Claudian	Kalinsky	67016105	corriente	" 142,708 "	3/31/2024	2/17/2016	FT. LAUDERDALE	Göteborg	455.00	Inactivo	 366 	 390 	No	
784	Shermie	Lever	101005483	corriente	" 62,311 "	4/19/2024	11/15/2016	LEE'S SUMMIT	San Francisco	436.00	Inactivo	 368 	 169 	Si	
785	Micaela	Pavlenkov	82907736	corriente	" 184,194 "	6/22/2023	8/6/2018	BATESVILLE	Kristiansand S	738.00	Inactivo	 348 	 530 	No	
786	Malcolm	Tweed	53100559	corriente	" 86,528 "	1/22/2022	11/9/2018	RICHMOND	Sicamous	1254.00	Inactivo	 290 	 299 	Si	
787	Arvy	Mettetal	114922980	ahorros	" 173,229 "	3/21/2021	3/15/2017	SUGAR LAND	Hoogeveen	1561.00	Inactivo	 277 	 625 	No	
788	Amandie	Hardes	81017711	corriente	" 162,199 "	7/21/2022	4/2/2016	PINE BLUFF	Remas	1074.00	Inactivo	 311 	 522 	No	
789	Bertie	Gudgion	123204071	ahorros	" 197,554 "	12/28/2021	9/23/2016	SPOKANE	Qingyang	1279.00	Inactivo	 288 	 685 	No	
790	Frederick	Whimpenny	62201892	corriente	" 213,679 "	8/8/2024	1/7/2016	LINEVILLE	Trogan Barat	325.00	Activo	 375 	 570 	No	
791	Aura	Moscone	44115760	ahorros	" 200,369 "	5/20/2020	5/22/2018	CINCINNATI	Mangkon Daja	1866.00	Inactivo	 276 	 726 	No	
792	Caren	Dellit	111322910	ahorros	" 129,790 "	6/11/2025	9/22/2017	AMARILLO	Jablanovec	18.00	Activo	 391 	 332 	No	
793	Judon	Antcliff	62202134	corriente	" 188,747 "	3/28/2023	11/15/2017	BIRMINGHAM	Mondim de Basto	824.00	Inactivo	 338 	 559 	No	
794	Odelia	Stannis	102103287	corriente	" 207,421 "	3/27/2023	4/3/2017	HOTCHKISS	Huangbao	825.00	Inactivo	 338 	 614 	No	
795	Susy	Threlkeld	51409142	corriente	" 56,710 "	1/19/2022	8/17/2017	BLUEFIELD	Zhongba	1257.00	Inactivo	 290 	 196 	Si	
796	Shandra	Pressland	322270408	ahorros	" 31,573 "	11/3/2020	7/22/2017	BIRMINGHAM	Eindhoven	1699.00	Inactivo	 275 	 115 	Si	
797	Hermine	Brabon	21309997	corriente	" 96,343 "	12/10/2024	6/25/2016	CAPE VINCENT	Halong	201.00	Activo	 376 	 256 	No	
798	Manolo	Tearle	107006392	ahorros	" 90,669 "	8/17/2024	6/6/2017	LAKEWOOD	Klaeng	316.00	Activo	 375 	 242 	No	
799	Keefe	Carstairs	61203338	ahorros	" 139,945 "	8/26/2021	9/22/2017	BAINBRIDGE	Xiaogang	1403.00	Inactivo	 285 	 491 	No	
800	Haroun	Newlove	61120291	corriente	" 104,125 "	8/15/2021	1/22/2017	BLAIRSVILLE	Sarae	1414.00	Inactivo	 285 	 366 	No	
801	Jyoti	Paolone	61192753	corriente	" 83,047 "	4/6/2022	7/16/2017	LEXINGTON	Kladi	1180.00	Inactivo	 300 	 277 	Si	
802	Anica	Beddie	51904524	ahorros	" 133,475 "	3/10/2020	5/22/2018	CROSS LANES	Jiangzhang	1937.00	Inactivo	 272 	 490 	No	
803	Antonina	Carnegy	53208176	corriente	" 81,336 "	3/8/2021	9/21/2016	THOMASVILLE	Concord	1574.00	Inactivo	 277 	 294 	Si	
804	Colette	Spaunton	51404260	corriente	" 29,498 "	4/14/2025	3/6/2018	WILSON	Turbaco	76.00	Activo	 387 	 76 	No	
805	Lorrie	Faireclough	61204612	ahorros	" 98,396 "	1/13/2021	5/6/2016	MOULTRIE	Izumi?tsu	1628.00	Inactivo	 275 	 358 	No	
806	Milo	Yukhnev	63114690	ahorros	" 37,237 "	4/29/2022	10/26/2017	STARKVILLE	El Caño	1157.00	Inactivo	 303 	 123 	Si	
807	Maurita	Herculeson	111908004	corriente	" 66,230 "	2/14/2021	7/23/2017	SEYMOUR	Pingshi	1596.00	Inactivo	 276 	 240 	Si	
808	Leigha	Cornelis	103101822	corriente	" 187,612 "	2/1/2021	1/22/2016	CLINTON	Bingerville	1609.00	Inactivo	 275 	 681 	No	
809	Mikaela	Slaney	53112686	corriente	" 13,996 "	11/1/2023	7/5/2016	HERMITAGE	Mamboma	606.00	Inactivo	 355 	 39 	Si	
810	Ave	Phillot	122287183	ahorros	" 13,237 "	10/14/2021	4/7/2018	CARLSBAD	Al Wajh	1354.00	Inactivo	 287 	 46 	Si	
811	Grayce	Clemoes	111906271	ahorros	" 66,639 "	2/5/2024	5/4/2017	KILLEEN	Nancy	510.00	Inactivo	 360 	 185 	Si	
812	Peyter	Washington	111313631	corriente	" 110,922 "	8/1/2024	4/23/2017	CROSBYTON	Puyung	332.00	Activo	 375 	 296 	No	
813	Amble	Franciottoi	63100277	ahorros	" 108,467 "	11/3/2022	7/23/2018	HENRICO	Berlin	969.00	Inactivo	 320 	 339 	No	
814	Booth	Heinecke	221370878	corriente	" 20,359 "	5/18/2021	1/22/2016	CANTON	Auas	1503.00	Inactivo	 280 	 73 	Si	
815	Adolphus	Bristoe	53112275	corriente	" 53,503 "	1/2/2024	6/16/2017	HERMITAGE	Letlhakeng	544.00	Inactivo	 358 	 149 	Si	
816	Tate	Colwell	82901596	ahorros	" 88,157 "	3/9/2022	9/20/2016	WARREN	Perre	1208.00	Inactivo	 295 	 299 	Si	
817	Yale	Bernadon	111025013	corriente	" 78,196 "	1/27/2023	2/15/2016	MINNEAPOLIS	Sedayulawas	884.00	Inactivo	 327 	 239 	Si	
818	Justino	Gashion	75900465	corriente	" 77,486 "	6/29/2024	6/4/2018	ST. PAUL	Zghart?	365.00	Inactivo	 373 	 208 	No	
819	Sher	Frowde	231271404	ahorros	" 49,407 "	7/5/2023	4/14/2016	WYOMISSING	Pericik	725.00	Inactivo	 348 	 142 	Si	
820	Penrod	Oxlee	102103562	corriente	" 87,112 "	8/15/2024	10/8/2017	CALHAN	Kohila	318.00	Activo	 375 	 232 	No	
821	Pauly	Forsdyke	111319538	corriente	" 95,078 "	9/30/2022	9/22/2016	QUITAQUE	Klwów	1003.00	Inactivo	 316 	 301 	Si	
822	Elaine	Chaffyn	122217056	corriente	" 44,882 "	12/4/2021	8/8/2018	ENGLEWOOD CLIFFS	Kore	1303.00	Inactivo	 288 	 156 	Si	
823	Obediah	Norewood	43300712	corriente	" 142,700 "	11/11/2022	7/10/2017	HERMITAGE	Baohe	961.00	Inactivo	 320 	 445 	No	
824	Waverly	Kirwan	84202837	corriente	" 178,521 "	7/14/2021	6/29/2018	TUPELO	Coari	1446.00	Inactivo	 285 	 627 	No	
825	Camilla	Dansie	111300945	ahorros	" 101,077 "	8/30/2021	11/8/2017	HENRICO	Jiukeng	1399.00	Inactivo	 285 	 355 	No	
826	Chandra	Deans	271974295	ahorros	" 160,648 "	11/24/2021	8/24/2016	NAPERVILLE	P?avi?as	1313.00	Inactivo	 288 	 558 	No	
827	Bili	Elwin	43403282	ahorros	" 172,908 "	2/23/2022	4/29/2017	WHEELING	Vyshneye Dolgoye	1222.00	Inactivo	 293 	 591 	No	
828	Pia	Phin	75902463	corriente	" 94,628 "	10/28/2020	7/17/2016	HARTFORD	Villa Santa Rita	1705.00	Inactivo	 275 	 344 	No	
829	Petronille	Alliband	101213204	corriente	" 61,169 "	7/5/2020	9/19/2016	BATESVILLE	Stony Plain	1820.00	Inactivo	 276 	 222 	Si	
830	Jordanna	Heynel	74905474	corriente	" 204,919 "	4/17/2025	5/26/2016	BERNE	La Cueva	73.00	Activo	 387 	 529 	No	
831	Winnie	Morgans	122234149	corriente	" 47,909 "	9/7/2024	1/28/2016	ONTARIO	Limonade	295.00	Activo	 376 	 128 	No	
832	Jacquenette	Habershon	64000020	corriente	" 37,976 "	4/23/2020	3/24/2018	HENRICO	Al Muharraq	1893.00	Inactivo	 275 	 138 	Si	
833	Trevar	Skains	124302257	corriente	" 79,131 "	10/4/2024	11/26/2018	SPOKANE	Shuiying	268.00	Activo	 376 	 211 	No	
834	Beckie	Smalman	113008083	ahorros	" 36,270 "	3/22/2022	8/26/2017	SUGAR LAND	Z?oty Stok	1195.00	Inactivo	 297 	 122 	Si	
835	Dud	Wellen	122244744	ahorros	" 135,175 "	3/27/2023	12/30/2017	CARLSBAD	Carapicuíba	825.00	Inactivo	 338 	 400 	No	
836	Emmit	Rentalll	91915133	corriente	" 59,359 "	1/9/2021	6/9/2017	WEST CONCORD	Concord	1632.00	Inactivo	 275 	 216 	Si	
837	Rosmunda	Tenney	81517981	ahorros	" 201,416 "	12/13/2021	2/24/2018	SPRINGFIELD	Piedade	1294.00	Inactivo	 288 	 700 	No	
838	Rosamund	Udell	11305749	corriente	" 126,240 "	1/31/2020	11/7/2018	LEWISTON	Puncakmanis	1976.00	Inactivo	 271 	 465 	No	
839	Erie	Byfford	63114920	ahorros	" 67,782 "	5/23/2023	6/21/2017	STARKVILLE	Dongzhaogezhuang	768.00	Inactivo	 345 	 196 	Si	
840	Viviene	Caffrey	81000058	ahorros	" 174,369 "	1/2/2022	5/29/2017	RICHMOND	Kopychyntsi	1274.00	Inactivo	 289 	 604 	No	
841	Kore	Leetham	111000258	corriente	" 87,577 "	2/10/2020	4/20/2016	HENRICO	Altay	1966.00	Inactivo	 271 	 323 	No	
842	Hilly	Kleinstub	221371822	ahorros	" 114,948 "	3/23/2023	11/6/2016	BUFFALO	Hradec nad Moravici	829.00	Inactivo	 337 	 341 	No	
843	Prisca	Germon	42215248	ahorros	" 162,280 "	7/2/2022	3/2/2017	CLEVELAND	Montonggamang	1093.00	Inactivo	 309 	 524 	No	
844	Dolorita	Moehle	121140713	ahorros	" 102,762 "	7/9/2021	9/20/2016	SAN DIEGO	Sirre	1451.00	Inactivo	 284 	 362 	No	
845	Aldus	Piwell	265070532	ahorros	" 103,425 "	10/10/2023	11/27/2018	NEW ORLEANS	La Cruz	628.00	Inactivo	 354 	 292 	Si	
846	Jenine	Mc Menamin	71921176	ahorros	" 50,770 "	1/23/2022	2/8/2017	NAPERVILLE	Panganiban	1253.00	Inactivo	 290 	 175 	Si	
847	Caldwell	Orr	124001545	corriente	" 204,319 "	6/16/2020	1/28/2017	TAMPA	Yuanyang Zhen	1839.00	Inactivo	 276 	 739 	No	
848	Ardelis	Rustadge	242272188	ahorros	" 157,326 "	9/1/2022	6/24/2017	CINCINNATI	Wonopringgo	1032.00	Inactivo	 313 	 502 	No	
849	Eden	Lotwich	67016354	corriente	" 44,841 "	11/24/2023	11/26/2016	WAYNE	Elimäki	583.00	Inactivo	 356 	 126 	Si	
850	Maressa	Trinke	41202812	corriente	" 199,952 "	8/3/2020	11/14/2016	COLUMBUS	Ostankinskiy	1791.00	Inactivo	 275 	 727 	No	
851	Valeria	Caudrelier	61000078	corriente	" 147,157 "	11/29/2024	6/23/2017	RICHMOND	Yaguarón	212.00	Activo	 377 	 391 	No	
852	Tobye	Yukhnini	31304720	ahorros	" 202,812 "	9/30/2020	5/13/2016	AMHERST	Linjiang	1733.00	Inactivo	 275 	 739 	No	
853	Abagael	Keyte	121140742	corriente	" 32,913 "	1/15/2020	6/28/2016	SAN DIEGO	Texíguat	1992.00	Inactivo	 271 	 122 	Si	
854	Kathi	Eccersley	53202130	ahorros	" 74,576 "	11/1/2022	9/3/2016	WALHALLA	Judita	971.00	Inactivo	 319 	 233 	Si	
855	Halie	Renshell	75903763	ahorros	" 51,402 "	1/10/2023	4/24/2016	MARKESAN	Pangkalan	901.00	Inactivo	 325 	 158 	Si	
856	Diahann	Chadbourne	122201198	ahorros	" 106,379 "	4/22/2023	12/29/2018	SEAL BEACH	Velikiy Ustyug	799.00	Inactivo	 342 	 311 	Si	
857	Persis	Griffen	211370354	ahorros	" 139,440 "	10/20/2023	10/6/2016	LYNN	Krasnokamensk	618.00	Inactivo	 354 	 393 	No	
858	Ivy	Oake	83900680	ahorros	" 102,524 "	2/12/2021	2/20/2016	WILSON	Dresi Wetan	1598.00	Inactivo	 276 	 372 	No	
859	Tim	O'Grady	102103999	ahorros	" 109,194 "	8/4/2021	8/5/2018	LAKEWOOD	Licupis	1425.00	Inactivo	 285 	 384 	No	
860	Elbert	Aymes	31307866	corriente	" 76,296 "	5/26/2021	8/29/2016	HERMITAGE	Omsk	1495.00	Inactivo	 281 	 272 	Si	
861	Ravi	Durham	103104353	corriente	" 64,702 "	6/6/2022	4/26/2016	CARNEGIE	?afas	1119.00	Inactivo	 307 	 211 	Si	
862	Waite	Martinson	101019084	ahorros	" 169,867 "	6/24/2023	7/23/2017	KANSAS CITY	New York City	736.00	Inactivo	 348 	 488 	No	
863	Esra	Noddings	121200158	ahorros	" 181,541 "	8/21/2023	12/31/2017	RICHMOND	Fauske	678.00	Inactivo	 350 	 518 	No	
864	Lucina	Danielsson	53112673	ahorros	" 112,862 "	7/2/2021	12/9/2018	OXFORD	Santa Maria da Vitória	1458.00	Inactivo	 283 	 398 	No	
865	Ardisj	Battersby	122106109	corriente	" 71,443 "	2/20/2022	8/18/2018	SCOTTSDALE	Dzyatlava	1225.00	Inactivo	 292 	 244 	Si	
866	Berty	Curtiss	72408708	ahorros	" 184,156 "	2/13/2024	10/24/2016	BELDING	Zombo	502.00	Inactivo	 360 	 511 	No	
867	Nyssa	Frisch	73912073	ahorros	" 133,782 "	11/6/2021	3/3/2018	IDA GROVE	Strängnäs	1331.00	Inactivo	 288 	 465 	No	
868	Joe	Greatorex	84305129	corriente	" 125,697 "	8/25/2021	11/20/2017	TUPELO	Sandakan	1404.00	Inactivo	 285 	 441 	No	
869	Arlena	Langtree	75906171	ahorros	" 194,217 "	11/12/2023	2/9/2017	MUKWONAGO	Candon	595.00	Inactivo	 356 	 546 	No	
870	Kerrie	Dupree	63100552	ahorros	" 104,973 "	6/20/2025	10/24/2018	RICHMOND	Xiong’erzhai	9.00	Activo	 392 	 268 	No	
871	Frederic	Simonetti	71108669	ahorros	" 82,585 "	5/7/2021	1/25/2017	SULLIVAN	T?inec	1514.00	Inactivo	 280 	 295 	Si	
872	Sayres	Rouch	41002711	ahorros	" 185,756 "	11/9/2022	7/1/2017	CINCINNATI	Rimouski	963.00	Inactivo	 320 	 580 	No	
873	Osbert	LaBastida	107006075	ahorros	" 160,376 "	5/19/2020	7/21/2017	LAKEWOOD	Lérida	1867.00	Inactivo	 276 	 581 	No	
874	Dwayne	O'Noulane	71001685	ahorros	" 48,640 "	5/24/2020	9/27/2016	ROSEMONT	Gikongoro	1862.00	Inactivo	 276 	 176 	Si	
875	Holly	De la Harpe	111319347	ahorros	" 44,191 "	5/31/2020	9/25/2018	LUBBOCK	Damatou	1855.00	Inactivo	 276 	 160 	Si	
876	Emlyn	Tutill	31315007	ahorros	" 16,567 "	9/10/2022	9/3/2018	WILSON	Katunayaka	1023.00	Inactivo	 314 	 53 	Si	
